StartEndYear,Period,Area,Series code,Industry,Adjusted,Benchmark,No. of Employed
"2013","Annual","Riverside County","07000000","Service Providing","Not Adj","2020","505,500"
"2013","Annual","Riverside County","10000000","Mining and Logging","Not Adj","2020","300"
"2013","Annual","Riverside County","11000000","Total Farm","Not Adj","2020","12,100"
"2013","Annual","Riverside County","20000000","Construction","Not Adj","2020","42,600"
"2013","Annual","Riverside County","30000000","Manufacturing","Not Adj","2020","39,000"
"2013","Annual","Riverside County","31000000","Durable Goods","Not Adj","2020","27,200"
"2013","Annual","Riverside County","32000000","Nondurable Goods","Not Adj","2020","11,800"
"2013","Annual","Riverside County","40000000","Trade, Transportation and Utilities","Not Adj","2020","129,700"
"2013","Annual","Riverside County","41000000","Wholesale Trade","Not Adj","2020","22,400"
"2013","Annual","Riverside County","42000000","Retail Trade","Not Adj","2020","82,400"
"2013","Annual","Riverside County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","24,900"
"2013","Annual","Riverside County","50000000","Information","Not Adj","2020","6,300"
"2013","Annual","Riverside County","55000000","Financial Activities","Not Adj","2020","20,000"
"2013","Annual","Riverside County","55520000","Finance and Insurance","Not Adj","2020","11,600"
"2013","Annual","Riverside County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","8,400"
"2013","Annual","Riverside County","60000000","Professional and Business Services","Not Adj","2020","57,600"
"2013","Annual","Riverside County","60540000","Professional, Scientific and Technical S","Not Adj","2020","17,500"
"2013","Annual","Riverside County","60550000","Management of Companies and Enterprises","Not Adj","2020","3,100"
"2013","Annual","Riverside County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","36,900"
"2013","Annual","Riverside County","65000000","Educational and Health Services","Not Adj","2020","85,500"
"2013","Annual","Riverside County","65610000","Educational Services","Not Adj","2020","6,900"
"2013","Annual","Riverside County","65620000","Health Care and Social Assistance","Not Adj","2020","78,600"
"2013","Annual","Riverside County","70000000","Leisure and Hospitality","Not Adj","2020","75,000"
"2013","Annual","Riverside County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","10,000"
"2013","Annual","Riverside County","70720000","Accommodation and Food Service","Not Adj","2020","64,900"
"2013","Annual","Riverside County","80000000","Other Services","Not Adj","2020","20,300"
"2013","Annual","Riverside County","90000000","Government","Not Adj","2020","111,200"
"2013","Annual","Riverside County","90910000","Federal Government","Not Adj","2020","6,800"
"2013","Annual","Riverside County","90920000","State Government","Not Adj","2020","15,800"
"2013","Annual","Riverside County","90930000","Local Government","Not Adj","2020","88,600"
"2012","Annual","Riverside County","00000000","Total Nonfarm","Not Adj","2020","561,000"
"2012","Annual","Riverside County","01000000","Total Wage and Salary","Not Adj","2020","573,600"
"2012","Annual","Riverside County","06000000","Goods Producing","Not Adj","2020","75,700"
"2012","Annual","Riverside County","07000000","Service Providing","Not Adj","2020","485,400"
"2012","Annual","Riverside County","10000000","Mining and Logging","Not Adj","2020","400"
"2012","Annual","Riverside County","11000000","Total Farm","Not Adj","2020","12,500"
"2012","Annual","Riverside County","20000000","Construction","Not Adj","2020","35,900"
"2012","Annual","Riverside County","30000000","Manufacturing","Not Adj","2020","39,400"
"2012","Annual","Riverside County","31000000","Durable Goods","Not Adj","2020","27,800"
"2012","Annual","Riverside County","32000000","Nondurable Goods","Not Adj","2020","11,700"
"2012","Annual","Riverside County","40000000","Trade, Transportation and Utilities","Not Adj","2020","123,100"
"2012","Annual","Riverside County","41000000","Wholesale Trade","Not Adj","2020","20,700"
"2012","Annual","Riverside County","42000000","Retail Trade","Not Adj","2020","81,400"
"2012","Annual","Riverside County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","21,000"
"2012","Annual","Riverside County","50000000","Information","Not Adj","2020","6,400"
"2012","Annual","Riverside County","55000000","Financial Activities","Not Adj","2020","19,300"
"2012","Annual","Riverside County","55520000","Finance and Insurance","Not Adj","2020","11,300"
"2012","Annual","Riverside County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","8,000"
"2012","Annual","Riverside County","60000000","Professional and Business Services","Not Adj","2020","54,000"
"2012","Annual","Riverside County","60540000","Professional, Scientific and Technical S","Not Adj","2020","17,200"
"2012","Annual","Riverside County","60550000","Management of Companies and Enterprises","Not Adj","2020","2,800"
"2012","Annual","Riverside County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","34,000"
"2012","Annual","Riverside County","65000000","Educational and Health Services","Not Adj","2020","78,900"
"2012","Annual","Riverside County","65610000","Educational Services","Not Adj","2020","6,400"
"2012","Annual","Riverside County","65620000","Health Care and Social Assistance","Not Adj","2020","72,600"
"2012","Annual","Riverside County","70000000","Leisure and Hospitality","Not Adj","2020","72,300"
"2012","Annual","Riverside County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","9,700"
"2012","Annual","Riverside County","70720000","Accommodation and Food Service","Not Adj","2020","62,600"
"2012","Annual","Riverside County","80000000","Other Services","Not Adj","2020","19,200"
"2012","Annual","Riverside County","90000000","Government","Not Adj","2020","112,100"
"2012","Annual","Riverside County","90910000","Federal Government","Not Adj","2020","6,800"
"2012","Annual","Riverside County","90920000","State Government","Not Adj","2020","15,700"
"2012","Annual","Riverside County","90930000","Local Government","Not Adj","2020","89,600"
"2011","Annual","Riverside County","00000000","Total Nonfarm","Not Adj","2020","549,400"
"2011","Annual","Riverside County","01000000","Total Wage and Salary","Not Adj","2020","561,800"
"2011","Annual","Riverside County","06000000","Goods Producing","Not Adj","2020","73,100"
"2011","Annual","Riverside County","07000000","Service Providing","Not Adj","2020","476,300"
"2011","Annual","Riverside County","10000000","Mining and Logging","Not Adj","2020","400"
"2011","Annual","Riverside County","11000000","Total Farm","Not Adj","2020","12,400"
"2011","Annual","Riverside County","20000000","Construction","Not Adj","2020","34,100"
"2011","Annual","Riverside County","30000000","Manufacturing","Not Adj","2020","38,600"
"2011","Annual","Riverside County","31000000","Durable Goods","Not Adj","2020","27,500"
"2011","Annual","Riverside County","32000000","Nondurable Goods","Not Adj","2020","11,100"
"2011","Annual","Riverside County","40000000","Trade, Transportation and Utilities","Not Adj","2020","121,600"
"2011","Annual","Riverside County","41000000","Wholesale Trade","Not Adj","2020","19,700"
"2011","Annual","Riverside County","42000000","Retail Trade","Not Adj","2020","81,600"
"2011","Annual","Riverside County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","20,200"
"2011","Annual","Riverside County","50000000","Information","Not Adj","2020","7,700"
"2011","Annual","Riverside County","55000000","Financial Activities","Not Adj","2020","18,600"
"2011","Annual","Riverside County","55520000","Finance and Insurance","Not Adj","2020","11,000"
"2011","Annual","Riverside County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","7,600"
"2011","Annual","Riverside County","60000000","Professional and Business Services","Not Adj","2020","52,300"
"2011","Annual","Riverside County","60540000","Professional, Scientific and Technical S","Not Adj","2020","16,300"
"2011","Annual","Riverside County","60550000","Management of Companies and Enterprises","Not Adj","2020","2,800"
"2011","Annual","Riverside County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","33,200"
"2011","Annual","Riverside County","65000000","Educational and Health Services","Not Adj","2020","74,300"
"2011","Annual","Riverside County","65610000","Educational Services","Not Adj","2020","5,600"
"2011","Annual","Riverside County","65620000","Health Care and Social Assistance","Not Adj","2020","68,700"
"2011","Annual","Riverside County","70000000","Leisure and Hospitality","Not Adj","2020","68,900"
"2011","Annual","Riverside County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","9,500"
"2011","Annual","Riverside County","70720000","Accommodation and Food Service","Not Adj","2020","59,400"
"2011","Annual","Riverside County","80000000","Other Services","Not Adj","2020","18,800"
"2011","Annual","Riverside County","90000000","Government","Not Adj","2020","114,200"
"2011","Annual","Riverside County","90910000","Federal Government","Not Adj","2020","7,000"
"2011","Annual","Riverside County","90920000","State Government","Not Adj","2020","16,100"
"2011","Annual","Riverside County","90930000","Local Government","Not Adj","2020","91,100"
"2010","Annual","Riverside County","00000000","Total Nonfarm","Not Adj","2020","536,800"
"2010","Annual","Riverside County","01000000","Total Wage and Salary","Not Adj","2020","549,200"
"2010","Annual","Riverside County","06000000","Goods Producing","Not Adj","2020","73,600"
"2010","Annual","Riverside County","07000000","Service Providing","Not Adj","2020","463,200"
"2010","Annual","Riverside County","10000000","Mining and Logging","Not Adj","2020","400"
"2010","Annual","Riverside County","11000000","Total Farm","Not Adj","2020","12,400"
"2010","Annual","Riverside County","20000000","Construction","Not Adj","2020","35,400"
"2010","Annual","Riverside County","30000000","Manufacturing","Not Adj","2020","37,900"
"2010","Annual","Riverside County","31000000","Durable Goods","Not Adj","2020","26,400"
"2010","Annual","Riverside County","32000000","Nondurable Goods","Not Adj","2020","11,500"
"2010","Annual","Riverside County","40000000","Trade, Transportation and Utilities","Not Adj","2020","117,000"
"2010","Annual","Riverside County","41000000","Wholesale Trade","Not Adj","2020","19,100"
"2010","Annual","Riverside County","42000000","Retail Trade","Not Adj","2020","78,500"
"2010","Annual","Riverside County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","19,400"
"2010","Annual","Riverside County","50000000","Information","Not Adj","2020","10,300"
"2010","Annual","Riverside County","55000000","Financial Activities","Not Adj","2020","19,300"
"2010","Annual","Riverside County","55520000","Finance and Insurance","Not Adj","2020","11,100"
"2010","Annual","Riverside County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","8,200"
"2010","Annual","Riverside County","60000000","Professional and Business Services","Not Adj","2020","50,300"
"2010","Annual","Riverside County","60540000","Professional, Scientific and Technical S","Not Adj","2020","16,100"
"2010","Annual","Riverside County","60550000","Management of Companies and Enterprises","Not Adj","2020","2,900"
"2010","Annual","Riverside County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","31,400"
"2010","Annual","Riverside County","65000000","Educational and Health Services","Not Adj","2020","71,200"
"2010","Annual","Riverside County","65610000","Educational Services","Not Adj","2020","5,500"
"2010","Annual","Riverside County","65620000","Health Care and Social Assistance","Not Adj","2020","65,700"
"2010","Annual","Riverside County","70000000","Leisure and Hospitality","Not Adj","2020","67,700"
"2010","Annual","Riverside County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","9,900"
"2010","Annual","Riverside County","70720000","Accommodation and Food Service","Not Adj","2020","57,800"
"2010","Annual","Riverside County","80000000","Other Services","Not Adj","2020","18,300"
"2010","Annual","Riverside County","90000000","Government","Not Adj","2020","109,200"
"2010","Annual","Riverside County","90910000","Federal Government","Not Adj","2020","7,600"
"2010","Annual","Riverside County","90920000","State Government","Not Adj","2020","15,900"
"2010","Annual","Riverside County","90930000","Local Government","Not Adj","2020","85,700"
"2020","Annual","Sacramento County","00000000","Total Nonfarm","Not Adj","2020","649,500"
"2020","Annual","Sacramento County","01000000","Total Wage and Salary","Not Adj","2020","651,700"
"2020","Annual","Sacramento County","06000000","Goods Producing","Not Adj","2020","63,800"
"2020","Annual","Sacramento County","07000000","Service Providing","Not Adj","2020","585,700"
"2020","Annual","Sacramento County","10000000","Mining and Logging","Not Adj","2020","200"
"2020","Annual","Sacramento County","11000000","Total Farm","Not Adj","2020","2,200"
"2020","Annual","Sacramento County","20000000","Construction","Not Adj","2020","41,900"
"2020","Annual","Sacramento County","30000000","Manufacturing","Not Adj","2020","21,600"
"2020","Annual","Sacramento County","31000000","Durable Goods","Not Adj","2020","14,300"
"2020","Annual","Sacramento County","32000000","Nondurable Goods","Not Adj","2020","7,300"
"2020","Annual","Sacramento County","40000000","Trade, Transportation and Utilities","Not Adj","2020","95,500"
"2020","Annual","Sacramento County","41000000","Wholesale Trade","Not Adj","2020","16,400"
"2020","Annual","Sacramento County","42000000","Retail Trade","Not Adj","2020","59,100"
"2020","Annual","Sacramento County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","20,000"
"2020","Annual","Sacramento County","50000000","Information","Not Adj","2020","6,900"
"2020","Annual","Sacramento County","55000000","Financial Activities","Not Adj","2020","33,200"
"2020","Annual","Sacramento County","55520000","Finance and Insurance","Not Adj","2020","23,800"
"2020","Annual","Sacramento County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","9,400"
"2020","Annual","Sacramento County","60000000","Professional and Business Services","Not Adj","2020","95,700"
"2020","Annual","Sacramento County","60540000","Professional, Scientific and Technical S","Not Adj","2020","42,200"
"2020","Annual","Sacramento County","60550000","Management of Companies and Enterprises","Not Adj","2020","10,000"
"2020","Annual","Sacramento County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","43,500"
"2020","Annual","Sacramento County","65000000","Educational and Health Services","Not Adj","2020","114,900"
"2020","Annual","Sacramento County","70000000","Leisure and Hospitality","Not Adj","2020","51,200"
"2020","Annual","Sacramento County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","5,600"
"2020","Annual","Sacramento County","70720000","Accommodation and Food Service","Not Adj","2020","45,600"
"2020","Annual","Sacramento County","80000000","Other Services","Not Adj","2020","20,900"
"2020","Annual","Sacramento County","90000000","Government","Not Adj","2020","167,300"
"2020","Annual","Sacramento County","90910000","Federal Government","Not Adj","2020","11,100"
"2020","Annual","Sacramento County","90920000","State Government","Not Adj","2020","94,700"
"2020","Annual","Sacramento County","90930000","Local Government","Not Adj","2020","61,600"
"2019","Annual","Sacramento County","00000000","Total Nonfarm","Not Adj","2020","679,400"
"2019","Annual","Sacramento County","01000000","Total Wage and Salary","Not Adj","2020","681,900"
"2019","Annual","Sacramento County","06000000","Goods Producing","Not Adj","2020","63,500"
"2019","Annual","Sacramento County","07000000","Service Providing","Not Adj","2020","615,900"
"2019","Annual","Sacramento County","10000000","Mining and Logging","Not Adj","2020","200"
"2019","Annual","Sacramento County","11000000","Total Farm","Not Adj","2020","2,400"
"2019","Annual","Sacramento County","20000000","Construction","Not Adj","2020","41,500"
"2019","Annual","Sacramento County","30000000","Manufacturing","Not Adj","2020","21,800"
"2019","Annual","Sacramento County","31000000","Durable Goods","Not Adj","2020","14,200"
"2019","Annual","Sacramento County","32000000","Nondurable Goods","Not Adj","2020","7,600"
"2019","Annual","Sacramento County","40000000","Trade, Transportation and Utilities","Not Adj","2020","99,300"
"2019","Annual","Sacramento County","41000000","Wholesale Trade","Not Adj","2020","17,300"
"2019","Annual","Sacramento County","42000000","Retail Trade","Not Adj","2020","63,200"
"2019","Annual","Sacramento County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","18,800"
"2019","Annual","Sacramento County","50000000","Information","Not Adj","2020","8,000"
"2019","Annual","Sacramento County","55000000","Financial Activities","Not Adj","2020","33,400"
"2019","Annual","Sacramento County","55520000","Finance and Insurance","Not Adj","2020","23,800"
"2019","Annual","Sacramento County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","9,500"
"2019","Annual","Sacramento County","60000000","Professional and Business Services","Not Adj","2020","98,900"
"2019","Annual","Sacramento County","60540000","Professional, Scientific and Technical S","Not Adj","2020","42,500"
"2019","Annual","Sacramento County","60550000","Management of Companies and Enterprises","Not Adj","2020","10,200"
"2019","Annual","Sacramento County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","46,200"
"2019","Annual","Sacramento County","65000000","Educational and Health Services","Not Adj","2020","116,600"
"2019","Annual","Sacramento County","70000000","Leisure and Hospitality","Not Adj","2020","67,700"
"2019","Annual","Sacramento County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","9,200"
"2019","Annual","Sacramento County","70720000","Accommodation and Food Service","Not Adj","2020","58,600"
"2019","Annual","Sacramento County","80000000","Other Services","Not Adj","2020","24,100"
"2019","Annual","Sacramento County","90000000","Government","Not Adj","2020","168,100"
"2019","Annual","Sacramento County","90910000","Federal Government","Not Adj","2020","10,500"
"2019","Annual","Sacramento County","90920000","State Government","Not Adj","2020","92,400"
"2019","Annual","Sacramento County","90930000","Local Government","Not Adj","2020","65,300"
"2018","Annual","Sacramento County","00000000","Total Nonfarm","Not Adj","2020","662,800"
"2018","Annual","Sacramento County","01000000","Total Wage and Salary","Not Adj","2020","665,500"
"2018","Annual","Sacramento County","06000000","Goods Producing","Not Adj","2020","60,000"
"2018","Annual","Sacramento County","07000000","Service Providing","Not Adj","2020","602,900"
"2018","Annual","Sacramento County","10000000","Mining and Logging","Not Adj","2020","200"
"2018","Annual","Sacramento County","11000000","Total Farm","Not Adj","2020","2,600"
"2018","Annual","Sacramento County","20000000","Construction","Not Adj","2020","38,600"
"2018","Annual","Sacramento County","30000000","Manufacturing","Not Adj","2020","21,200"
"2018","Annual","Sacramento County","31000000","Durable Goods","Not Adj","2020","13,600"
"2018","Annual","Sacramento County","32000000","Nondurable Goods","Not Adj","2020","7,500"
"2018","Annual","Sacramento County","40000000","Trade, Transportation and Utilities","Not Adj","2020","99,400"
"2018","Annual","Sacramento County","41000000","Wholesale Trade","Not Adj","2020","17,800"
"2018","Annual","Sacramento County","42000000","Retail Trade","Not Adj","2020","64,300"
"2018","Annual","Sacramento County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","17,400"
"2018","Annual","Sacramento County","50000000","Information","Not Adj","2020","8,400"
"2018","Annual","Sacramento County","55000000","Financial Activities","Not Adj","2020","33,200"
"2018","Annual","Sacramento County","55520000","Finance and Insurance","Not Adj","2020","23,800"
"2018","Annual","Sacramento County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","9,400"
"2018","Annual","Sacramento County","60000000","Professional and Business Services","Not Adj","2020","96,000"
"2018","Annual","Sacramento County","60540000","Professional, Scientific and Technical S","Not Adj","2020","40,700"
"2018","Annual","Sacramento County","60550000","Management of Companies and Enterprises","Not Adj","2020","10,000"
"2018","Annual","Sacramento County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","45,300"
"2018","Annual","Sacramento County","65000000","Educational and Health Services","Not Adj","2020","112,200"
"2018","Annual","Sacramento County","70000000","Leisure and Hospitality","Not Adj","2020","65,200"
"2018","Annual","Sacramento County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","8,600"
"2018","Annual","Sacramento County","70720000","Accommodation and Food Service","Not Adj","2020","56,600"
"2018","Annual","Sacramento County","80000000","Other Services","Not Adj","2020","23,300"
"2018","Annual","Sacramento County","90000000","Government","Not Adj","2020","165,300"
"2018","Annual","Sacramento County","90910000","Federal Government","Not Adj","2020","10,400"
"2018","Annual","Sacramento County","90920000","State Government","Not Adj","2020","90,800"
"2018","Annual","Sacramento County","90930000","Local Government","Not Adj","2020","64,100"
"2017","Annual","Sacramento County","00000000","Total Nonfarm","Not Adj","2020","645,000"
"2017","Annual","Sacramento County","01000000","Total Wage and Salary","Not Adj","2020","648,300"
"2017","Annual","Sacramento County","06000000","Goods Producing","Not Adj","2020","56,700"
"2017","Annual","Sacramento County","07000000","Service Providing","Not Adj","2020","588,300"
"2017","Annual","Sacramento County","10000000","Mining and Logging","Not Adj","2020","100"
"2017","Annual","Sacramento County","11000000","Total Farm","Not Adj","2020","3,200"
"2017","Annual","Sacramento County","20000000","Construction","Not Adj","2020","35,500"
"2017","Annual","Sacramento County","30000000","Manufacturing","Not Adj","2020","21,100"
"2017","Annual","Sacramento County","31000000","Durable Goods","Not Adj","2020","13,800"
"2017","Annual","Sacramento County","32000000","Nondurable Goods","Not Adj","2020","7,300"
"2017","Annual","Sacramento County","40000000","Trade, Transportation and Utilities","Not Adj","2020","96,100"
"2017","Annual","Sacramento County","41000000","Wholesale Trade","Not Adj","2020","16,300"
"2017","Annual","Sacramento County","42000000","Retail Trade","Not Adj","2020","64,600"
"2017","Annual","Sacramento County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","15,200"
"2017","Annual","Sacramento County","50000000","Information","Not Adj","2020","8,500"
"2017","Annual","Sacramento County","55000000","Financial Activities","Not Adj","2020","33,400"
"2017","Annual","Sacramento County","55520000","Finance and Insurance","Not Adj","2020","24,200"
"2017","Annual","Sacramento County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","9,100"
"2017","Annual","Sacramento County","60000000","Professional and Business Services","Not Adj","2020","94,900"
"2017","Annual","Sacramento County","60540000","Professional, Scientific and Technical S","Not Adj","2020","40,300"
"2017","Annual","Sacramento County","60550000","Management of Companies and Enterprises","Not Adj","2020","9,200"
"2017","Annual","Sacramento County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","45,400"
"2017","Annual","Sacramento County","65000000","Educational and Health Services","Not Adj","2020","106,800"
"2017","Annual","Sacramento County","70000000","Leisure and Hospitality","Not Adj","2020","62,500"
"2017","Annual","Sacramento County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","8,300"
"2017","Annual","Sacramento County","70720000","Accommodation and Food Service","Not Adj","2020","54,200"
"2017","Annual","Sacramento County","80000000","Other Services","Not Adj","2020","22,400"
"2017","Annual","Sacramento County","90000000","Government","Not Adj","2020","163,800"
"2017","Annual","Sacramento County","90910000","Federal Government","Not Adj","2020","10,400"
"2017","Annual","Sacramento County","90920000","State Government","Not Adj","2020","89,400"
"2017","Annual","Sacramento County","90930000","Local Government","Not Adj","2020","64,000"
"2016","Annual","Sacramento County","00000000","Total Nonfarm","Not Adj","2020","641,800"
"2016","Annual","Sacramento County","01000000","Total Wage and Salary","Not Adj","2020","644,000"
"2016","Annual","Sacramento County","06000000","Goods Producing","Not Adj","2020","54,300"
"2016","Annual","Sacramento County","07000000","Service Providing","Not Adj","2020","587,500"
"2016","Annual","Sacramento County","10000000","Mining and Logging","Not Adj","2020","200"
"2016","Annual","Sacramento County","11000000","Total Farm","Not Adj","2020","2,200"
"2016","Annual","Sacramento County","20000000","Construction","Not Adj","2020","32,900"
"2016","Annual","Sacramento County","30000000","Manufacturing","Not Adj","2020","21,100"
"2016","Annual","Sacramento County","31000000","Durable Goods","Not Adj","2020","14,000"
"2016","Annual","Sacramento County","32000000","Nondurable Goods","Not Adj","2020","7,200"
"2016","Annual","Sacramento County","40000000","Trade, Transportation and Utilities","Not Adj","2020","94,100"
"2016","Annual","Sacramento County","41000000","Wholesale Trade","Not Adj","2020","15,700"
"2016","Annual","Sacramento County","42000000","Retail Trade","Not Adj","2020","64,100"
"2016","Annual","Sacramento County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","14,400"
"2016","Annual","Sacramento County","50000000","Information","Not Adj","2020","9,700"
"2016","Annual","Sacramento County","55000000","Financial Activities","Not Adj","2020","33,200"
"2016","Annual","Sacramento County","55520000","Finance and Insurance","Not Adj","2020","24,500"
"2016","Annual","Sacramento County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","8,700"
"2016","Annual","Sacramento County","60000000","Professional and Business Services","Not Adj","2020","94,400"
"2016","Annual","Sacramento County","60540000","Professional, Scientific and Technical S","Not Adj","2020","40,400"
"2016","Annual","Sacramento County","60550000","Management of Companies and Enterprises","Not Adj","2020","8,000"
"2016","Annual","Sacramento County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","46,000"
"2016","Annual","Sacramento County","65000000","Educational and Health Services","Not Adj","2020","109,500"
"2016","Annual","Sacramento County","70000000","Leisure and Hospitality","Not Adj","2020","60,800"
"2016","Annual","Sacramento County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","8,300"
"2016","Annual","Sacramento County","70720000","Accommodation and Food Service","Not Adj","2020","52,600"
"2016","Annual","Sacramento County","80000000","Other Services","Not Adj","2020","21,200"
"2016","Annual","Sacramento County","90000000","Government","Not Adj","2020","164,700"
"2016","Annual","Sacramento County","90910000","Federal Government","Not Adj","2020","10,200"
"2016","Annual","Sacramento County","90920000","State Government","Not Adj","2020","88,100"
"2016","Annual","Sacramento County","90930000","Local Government","Not Adj","2020","66,400"
"2015","Annual","Sacramento County","00000000","Total Nonfarm","Not Adj","2020","618,600"
"2015","Annual","Sacramento County","01000000","Total Wage and Salary","Not Adj","2020","621,300"
"2015","Annual","Sacramento County","06000000","Goods Producing","Not Adj","2020","51,900"
"2015","Annual","Sacramento County","07000000","Service Providing","Not Adj","2020","566,700"
"2015","Annual","Sacramento County","10000000","Mining and Logging","Not Adj","2020","100"
"2015","Annual","Sacramento County","11000000","Total Farm","Not Adj","2020","2,700"
"2015","Annual","Sacramento County","20000000","Construction","Not Adj","2020","31,000"
"2015","Annual","Sacramento County","30000000","Manufacturing","Not Adj","2020","20,800"
"2015","Annual","Sacramento County","31000000","Durable Goods","Not Adj","2020","14,200"
"2015","Annual","Sacramento County","32000000","Nondurable Goods","Not Adj","2020","6,700"
"2015","Annual","Sacramento County","40000000","Trade, Transportation and Utilities","Not Adj","2020","90,800"
"2015","Annual","Sacramento County","41000000","Wholesale Trade","Not Adj","2020","15,100"
"2015","Annual","Sacramento County","42000000","Retail Trade","Not Adj","2020","62,100"
"2015","Annual","Sacramento County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","13,600"
"2015","Annual","Sacramento County","50000000","Information","Not Adj","2020","10,000"
"2015","Annual","Sacramento County","55000000","Financial Activities","Not Adj","2020","32,700"
"2015","Annual","Sacramento County","55520000","Finance and Insurance","Not Adj","2020","24,400"
"2015","Annual","Sacramento County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","8,300"
"2015","Annual","Sacramento County","60000000","Professional and Business Services","Not Adj","2020","88,400"
"2015","Annual","Sacramento County","60540000","Professional, Scientific and Technical S","Not Adj","2020","39,200"
"2015","Annual","Sacramento County","60550000","Management of Companies and Enterprises","Not Adj","2020","7,600"
"2015","Annual","Sacramento County","60560000","Administrative and Support and Waste Ser","Not Adj","2020","41,600"
"2015","Annual","Sacramento County","65000000","Educational and Health Services","Not Adj","2020","102,000"
"2015","Annual","Sacramento County","70000000","Leisure and Hospitality","Not Adj","2020","58,700"
"2015","Annual","Sacramento County","70710000","Arts, Entertainment, and Recreation","Not Adj","2020","7,600"
"2015","Annual","Sacramento County","70720000","Accommodation and Food Service","Not Adj","2020","51,100"
"2015","Annual","Sacramento County","80000000","Other Services","Not Adj","2020","20,800"
"2015","Annual","Sacramento County","90000000","Government","Not Adj","2020","163,300"
"2015","Annual","Sacramento County","90910000","Federal Government","Not Adj","2020","10,000"
"2015","Annual","Sacramento County","90920000","State Government","Not Adj","2020","87,900"
"2015","Annual","Sacramento County","90930000","Local Government","Not Adj","2020","65,400"
"2014","Annual","Sacramento County","00000000","Total Nonfarm","Not Adj","2020","597,200"
"2014","Annual","Sacramento County","01000000","Total Wage and Salary","Not Adj","2020","599,800"
"2014","Annual","Sacramento County","06000000","Goods Producing","Not Adj","2020","49,900"
"2014","Annual","Sacramento County","07000000","Service Providing","Not Adj","2020","547,300"
"2014","Annual","Sacramento County","10000000","Mining and Logging","Not Adj","2020","200"
"2014","Annual","Sacramento County","11000000","Total Farm","Not Adj","2020","2,600"
"2014","Annual","Sacramento County","20000000","Construction","Not Adj","2020","28,500"
"2014","Annual","Sacramento County","30000000","Manufacturing","Not Adj","2020","21,300"
"2014","Annual","Sacramento County","31000000","Durable Goods","Not Adj","2020","14,200"
"2014","Annual","Sacramento County","32000000","Nondurable Goods","Not Adj","2020","7,100"
"2014","Annual","Sacramento County","40000000","Trade, Transportation and Utilities","Not Adj","2020","87,500"
"2014","Annual","Sacramento County","41000000","Wholesale Trade","Not Adj","2020","15,200"
"2014","Annual","Sacramento County","42000000","Retail Trade","Not Adj","2020","59,300"
"2014","Annual","Sacramento County","43000000","Transportation, Warehousing and Utilitie","Not Adj","2020","13,000"
"2014","Annual","Sacramento County","50000000","Information","Not Adj","2020","10,200"
"2014","Annual","Sacramento County","55000000","Financial Activities","Not Adj","2020","31,200"
"2014","Annual","Sacramento County","55520000","Finance and Insurance","Not Adj","2020","23,000"
"2014","Annual","Sacramento County","55530000","Real Estate and Rental and Leasing","Not Adj","2020","8,200"
"2014","Annual","Sacramento County","60000000","Professional and Business Services","Not Adj","2020","88,100"
"2014","Annual","Sacramento County","60540000","Professional, Scientific and Technical S","Not Adj","2020","38,300"
"2014","Annual","Sacramento County","60550000","Management of Companies and Enterprises","Not Adj","2020","7,600"
